azimuth_deg,horizon_angle_deg,horizon_distance_m,horizon_elevation_m
15.8,1.687972032164086,5320.0,761.6300048828125
15.9,1.7064525923308342,5325.0,763.5
16.0,1.742486331129236,2890.0,691.4299926757812
16.1,1.780911554492007,2890.0,693.3699951171875
16.2,1.813195483534642,2890.0,695.0
16.3,1.8411205286689105,2890.0,696.4099731445312
16.400000000000002,1.8781563377137362,2890.0,698.280029296875
16.5,1.8974677616221043,2880.0,698.9199829101562
16.6,1.9248914398532937,2875.0,700.1300048828125
16.7,1.9532068990533151,2870.0,701.3800048828125
16.8,1.981521581686997,2870.0,702.7999877929688
16.900000000000002,2.0114307658243114,2870.0,704.2999877929688
17.0,2.0333642016425895,2870.0,705.4000244140625
17.1,2.050311306693768,2870.0,706.25
17.2,2.0787702984966394,5245.0,795.1799926757812
17.3,2.109232361756338,5250.0,798.1599731445312
17.400000000000002,2.141921925967637,5255.0,801.3499755859375
17.5,2.174113071901966,5260.0,804.5
17.6,2.2167547219963777,2705.0,708.1500244140625
17.7,2.2685790518635778,2730.0,711.5999755859375
17.8,2.3222207207696792,2730.0,714.1599731445312
17.900000000000002,2.3687192148605454,2690.0,714.7100219726562
18.0,2.4132938790790766,2775.0,720.4199829101562
18.1,2.470188088015474,2715.0,720.5700073242188
18.2,2.509346720270884,2720.0,722.6500244140625
18.3,2.5600126121005005,2720.0,725.0599975585938
18.400000000000002,2.608993745706567,2720.0,727.3900146484375
18.5,2.664317840719403,2740.0,730.9600219726562
18.6,2.7058267595211403,2685.0,730.3300170898438
18.7,2.758627330222047,2685.0,732.8099975585938
18.8,2.7986254250146287,2710.0,735.9199829101562
18.900000000000002,2.8531654199656207,2730.0,739.510009765625
19.0,2.91504168507945,2710.0,741.4400024414062
19.1,2.943742418580057,2715.0,743.0599975585938
19.200000000000003,2.984573621486194,2715.0,745.0
19.3,3.029821607598483,2715.0,747.1500244140625
19.400000000000002,3.047329617432924,2720.0,748.25
19.5,3.0758954777644925,2720.0,749.6099853515625
19.6,3.1065515711677087,2705.0,750.25
19.700000000000003,3.1375952999979178,2705.0,751.719970703125
19.8,3.1665273132220784,2705.0,753.0900268554688
19.900000000000002,3.1825787564904333,2710.0,754.1300048828125
20.0,3.200493539889597,2710.0,754.97998046875
20.1,3.2215695587502577,2710.0,755.97998046875
20.200000000000003,3.229495686874561,2715.0,756.6400146484375
20.3,3.2507422534030317,2715.0,757.6500244140625
20.400000000000002,3.273039400623415,2715.0,758.7100219726562
20.5,3.286313231288719,2720.0,759.6300048828125
20.6,3.3065113372382533,2705.0,759.719970703125
20.700000000000003,3.3339558675644545,2705.0,761.02001953125
20.8,3.3904261351259857,2380.0,744.3300170898438
20.900000000000002,3.4690591727454874,2435.0,750.9600219726562
21.0,3.520525167238168,2405.0,751.2999877929688
21.1,3.591634340577771,2390.0,753.3499755859375
21.200000000000003,3.6463259545866413,2380.0,755.0
21.3,3.702735495098108,2435.0,760.9299926757812
21.400000000000002,3.772632249652847,2385.0,760.5999755859375
21.5,3.8415787085199447,2390.0,763.8200073242188
21.6,3.900944234204166,2375.0,765.280029296875
21.700000000000003,3.966654792668427,2395.0,769.4099731445312
21.8,4.040816779180077,2400.0,772.8800048828125
21.900000000000002,4.117649015736044,2385.0,775.030029296875
22.0,4.180330902215413,2390.0,778.02001953125
